spec,family,seed,dest,M,budget,L_s,eval_out_err_median,eval_abs_mass_median,eval_mixture_median,fit_abs_mass_median,beta_mean,beta_std,beta_min,beta_max,n_beta_le_m3,n_beta_le_m7,n_beta_at_clamp,frac_beta_le_m3,clamp_rate,support_size,rank_G_numeric,rank_upper_bound,cond_G,solver_residual,x_eff_budget,x_eff_budget_frac,x_eff_loss,x_col_mean_ratio,v_fit_resid_rel,beta_ideal_mass_preserving
noridge,正则族,42,0,16,64,256,0.44286349415779114,0.14289814233779907,0.4161474108695984,0.08114428073167801,-0.5883529186248779,2.447436809539795,-13.815510749816895,1.2372008562088013,4,2,1,0.0625,0.015625,63,16,16,18.664946635525165,1.608984348422382e-06,32.325965881347656,0.5050932168960571,0.49490678310394287,6.376593326686752e-08,0.04492628090459176,1.3862943611198906
lam1em4,正则族,42,0,16,64,256,0.4428657293319702,0.14260578155517578,0.4160712957382202,0.08137284219264984,-0.39706751704216003,1.640993356704712,-8.431095123291016,1.2358912229537964,4,1,0,0.0625,0.0,64,16,16,18.664946635525165,2.515214191589621e-06,32.399436950683594,0.5062412023544312,0.49375879764556885,1.391525553870879e-05,0.04492534599549255,1.3862943611198906
lam1em2,正则族,42,0,16,64,256,0.44138234853744507,0.11871623992919922,0.40984824299812317,0.0696256160736084,0.04471759870648384,0.5884290337562561,-2.0652084350585938,1.146834373474121,0,0,0,0.0,0.0,64,16,16,18.664946635525165,0.0016186911379918456,37.23390197753906,0.5817797183990479,0.41822028160095215,0.008474537501957154,0.045126514382040184,1.3862943611198906
lam1em1,正则族,42,0,16,64,256,0.4200504422187805,0.06683863699436188,0.38986653089523315,0.054733552038669586,0.21866855025291443,0.3451029360294342,-0.8078085780143738,0.9891906380653381,0,0,0,0.0,0.0,64,16,16,18.664946635525165,0.07938031107187271,42.75670623779297,0.6680735349655151,0.33192646503448486,0.029787525548496816,0.04415007359479142,1.3862943611198906
scalar,对照,42,0,16,64,256,0.38560861349105835,0.07664157450199127,0.35251015424728394,0.06686133146286011,0.318971186876297,0.0,0.318971186876297,0.318971186876297,0,0,0,0.0,0.0,64,16,16,18.664946635525165,0.008438944816589355,48.187705993652344,0.7529329061508179,0.24706709384918213,0.06661410332332592,0.03688848720813738,1.3862943611198906
nobeta,对照,42,0,16,64,256,0.38560882210731506,0.22452406585216522,0.38120487332344055,0.2386450320482254,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,64,16,16,18.664946635525165,2.6026689738500863e-05,48.187705993652344,0.7529329061508179,0.24706709384918213,0.06661410332332592,0.036888514363173454,1.3862943611198906
unbound,基准,42,0,32,8,256,0.4806225895881653,0.13817384839057922,0.396821528673172,0.17564646899700165,1.0670621395111084,0.6029368042945862,0.18734565377235413,2.1586687564849854,0,0,0,0.0,0.0,8,8,8,7.833377484563316,4.889042854309082,7.047737121582031,0.8809671401977539,0.1190328598022461,0.21451376755129584,0.41646661788611616,3.4657359027997265
box33,约束族,42,0,32,8,256,0.4806225597858429,0.13817384839057922,0.3968214988708496,0.17564646899700165,1.0670621395111084,0.6029368042945862,0.1873454451560974,2.1586687564849854,0,0,0,0.0,0.0,8,8,8,7.833377484563316,4.889042854309082,7.047737121582031,0.8809671401977539,0.1190328598022461,0.21451386293756955,0.41646661788611616,3.4657359027997265
box77,约束族,42,0,32,8,256,0.4806225895881653,0.13817375898361206,0.3968215584754944,0.17564646899700165,1.0670621395111084,0.6029366254806519,0.1873459368944168,2.1586687564849854,0,0,0,0.0,0.0,8,8,8,7.833377484563316,4.88904333114624,7.047736167907715,0.8809670209884644,0.11903297901153564,0.21451407597667638,0.41646661788611616,3.4657359027997265
box33_lam1em2,约束族,42,0,32,8,256,0.48002249002456665,0.13358145952224731,0.3987767696380615,0.1846185177564621,1.0695163011550903,0.58067786693573,0.21022669970989227,2.129193067550659,0,0,0,0.0,0.0,8,8,8,7.833377484563316,4.9039530754089355,7.092947483062744,0.886618435382843,0.11338156461715698,0.23092380405567492,0.41639756276984435,3.4657359027997265
noridge,正则族,42,0,32,8,256,0.4806922972202301,0.1379527896642685,0.39658984541893005,0.17564524710178375,1.0666944980621338,0.6056117415428162,0.18466152250766754,2.162036180496216,0,0,0,0.0,0.0,8,8,8,7.833377484563316,4.888879776000977,7.042214393615723,0.8802767992019653,0.11972320079803467,0.2125619103773585,0.4164761945841894,3.4657359027997265
lam1em4,正则族,42,0,32,8,256,0.4806853234767914,0.13797511160373688,0.3966132700443268,0.17564524710178375,1.0667322874069214,0.6053422093391418,0.18493126332759857,2.161698341369629,0,0,0,0.0,0.0,8,8,8,7.833377484563316,4.888880729675293,7.042770862579346,0.8803463578224182,0.11965364217758179,0.2127583757192603,0.41647520525587606,3.4657359027997265
lam1em2,正则族,42,0,32,8,256,0.4800223708152771,0.13358177244663239,0.3987768590450287,0.18461845815181732,1.0695163011550903,0.5806779861450195,0.21022650599479675,2.129193067550659,0,0,0,0.0,0.0,8,8,8,7.833377484563316,4.903953552246094,7.092945575714111,0.8866181969642639,0.11338180303573608,0.23092357272846512,0.4163976023429769,3.4657359027997265
lam1em1,正则族,42,0,32,8,256,0.47579941153526306,0.13228954374790192,0.41067296266555786,0.20070780813694,1.0601630210876465,0.44014206528663635,0.3738677501678467,1.8941768407821655,0,0,0,0.0,0.0,8,8,8,7.833377484563316,5.709802627563477,7.322665691375732,0.9153332114219666,0.08466678857803345,0.32113119757321057,0.4166263350490233,3.4657359027997265
scalar,对照,42,0,32,8,256,0.47037261724472046,0.31773921847343445,0.43283647298812866,0.2567248046398163,1.307641863822937,0.0,1.307641863822937,1.307641863822937,0,0,0,0.0,0.0,8,8,8,7.833377484563316,0.13637186586856842,7.6198248863220215,0.9524781107902527,0.047521889209747314,0.41400358171703056,0.4280555306024259,3.4657359027997265
nobeta,对照,42,0,32,8,256,0.47037261724472046,0.6642237305641174,0.582457423210144,0.7374211549758911,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,8,8,8,7.833377484563316,4.889042854309082,7.6198248863220215,0.9524781107902527,0.047521889209747314,0.41400357565517787,0.42805557017555845,3.4657359027997265
unbound,基准,42,0,32,16,256,0.3907511830329895,0.13547927141189575,0.3602980971336365,0.07723081111907959,-0.9762295484542847,5.036384582519531,-13.815510749816895,1.5094952583312988,2,2,2,0.125,0.125,14,16,16,25.751177347842177,1.2746236324310303,12.839446067810059,0.8024653792381287,0.19753462076187134,1.3050608707859673e-07,0.2647921203560984,2.772588722239781
box33,约束族,42,0,32,16,256,0.39035606384277344,0.1303277313709259,0.36030295491218567,0.07478737831115723,0.37388527393341064,1.4063199758529663,-3.0,1.493295669555664,2,0,0,0.125,0.0,14,16,16,25.751177347842177,1.2767493724822998,12.979589462280273,0.8112243413925171,0.1887756586074829,0.0064761502069888115,0.26121437280340043,2.772588722239781
box77,约束族,42,0,32,16,256,0.3907605707645416,0.13538502156734467,0.36029788851737976,0.07716415077447891,-0.1243230476975441,2.72935152053833,-7.0,1.5092010498046875,2,2,0,0.125,0.0,14,16,16,25.751177347842177,1.2746561765670776,12.84398078918457,0.8027487993240356,0.19725120067596436,0.0001189990045136764,0.2647930898978455,2.772588722239781
box33_lam1em2,约束族,42,0,32,16,256,0.38333991169929504,0.1254892349243164,0.3447335958480835,0.07306888699531555,0.5294108986854553,1.000585913658142,-2.0199813842773438,1.446308970451355,0,0,0,0.0,0.0,16,16,16,25.751177347842177,1.290903091430664,13.269362449645996,0.8293351531028748,0.17066484689712524,0.02850306378626117,0.24394008706876572,2.772588722239781
noridge,正则族,42,0,32,16,256,0.39083099365234375,0.13660505414009094,0.3600003123283386,0.0768485963344574,-0.9770843982696533,5.036646366119385,-13.815510749816895,1.51145339012146,2,2,2,0.125,0.125,14,16,16,25.751177347842177,1.2745251655578613,12.828495025634766,0.8017809391021729,0.19821906089782715,1.3058610015434644e-07,0.2648561892576709,2.772588722239781
lam1em4,正则族,42,0,32,16,256,0.39082255959510803,0.13649024069309235,0.36003023386001587,0.07688823342323303,-0.9769936203956604,5.036619663238525,-13.815510749816895,1.511255145072937,2,2,2,0.125,0.125,14,16,16,25.751177347842177,1.2745264768600464,12.829632759094238,0.8018520474433899,0.1981479525566101,1.3057741189556825e-07,0.26484926395947744,2.772588722239781
lam1em2,正则族,42,0,32,16,256,0.3833393156528473,0.12548881769180298,0.34473443031311035,0.07306911796331406,0.5294086337089539,1.0005908012390137,-2.01997447013855,1.4463083744049072,0,0,0,0.0,0.0,16,16,16,25.751177347842177,1.290903091430664,13.269355773925781,0.8293347358703613,0.17066526412963867,0.028503258961785183,0.24394016621503078,2.772588722239781
lam1em1,正则族,42,0,32,16,256,0.3563888967037201,0.1384924054145813,0.3133978247642517,0.09507682174444199,0.6989004611968994,0.4226647913455963,-0.21115197241306305,1.3751791715621948,0,0,0,0.0,0.0,16,16,16,25.751177347842177,1.633205771446228,14.174755096435547,0.8859221935272217,0.11407780647277832,0.15477319313061588,0.21257915121167426,2.772588722239781
scalar,对照,42,0,32,16,256,0.34198716282844543,0.21250219643115997,0.3214905858039856,0.1568838208913803,0.8424040079116821,6.155941179031288e-08,0.8424040675163269,0.8424040675163269,0,0,0,0.0,0.0,16,16,16,25.751177347842177,0.051210157573223114,14.698003768920898,0.9186252355575562,0.08137476444244385,0.21833624275850919,0.21787807280423868,2.772588722239781
nobeta,对照,42,0,32,16,256,0.34198713302612305,0.5122069120407104,0.40915998816490173,0.5464785695075989,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,14,16,16,25.751177347842177,1.2746236324310303,14.698003768920898,0.9186252355575562,0.08137476444244385,0.21833624275850919,0.21787807280423868,2.772588722239781
unbound,基准,42,0,32,32,256,0.3799595832824707,0.13593804836273193,0.3158888518810272,0.04537520557641983,-1.6663967370986938,5.339243412017822,-13.815510749816895,1.4563231468200684,5,5,5,0.15625,0.15625,27,32,32,278.8269122228884,0.3586267828941345,21.771310806274414,0.6803534626960754,0.31964653730392456,5.970028787818823e-08,0.1414280142953749,2.0794415416798357
box33,约束族,42,0,32,32,256,0.37766560912132263,0.13476623594760895,0.3156196177005768,0.04670141264796257,0.02566574513912201,1.4262971878051758,-3.0,1.4581605195999146,5,0,0,0.15625,0.0,27,32,32,278.8269122228884,0.36125895380973816,22.24854850769043,0.6952671408653259,0.3047328591346741,0.0029917314835605038,0.1395001497842835,2.0794415416798357
box77,约束族,42,0,32,32,256,0.3799424171447754,0.13591675460338593,0.3158963918685913,0.04540605843067169,-0.6014277935028076,2.8492965698242188,-7.0,1.4563549757003784,5,5,0,0.15625,0.0,27,32,32,278.8269122228884,0.35867422819137573,21.785667419433594,0.6808021068572998,0.3191978931427002,5.444606208174912e-05,0.1414144209243495,2.0794415416798357
box33_lam1em2,约束族,42,0,32,32,256,0.3511859178543091,0.1145554855465889,0.3128034174442291,0.03909964859485626,0.2097889482975006,1.0933877229690552,-3.0,1.3173037767410278,2,0,0,0.0625,0.0,30,32,32,278.8269122228884,0.3933940827846527,23.510700225830078,0.7347093820571899,0.26529061794281006,0.005065825594883863,0.1338730284170485,2.0794415416798357
noridge,正则族,42,0,32,32,256,0.3806088864803314,0.13842010498046875,0.31682202219963074,0.04415066912770271,-1.671026349067688,5.339090824127197,-13.815510749816895,1.4732455015182495,5,5,5,0.15625,0.15625,27,32,32,278.8269122228884,0.35583823919296265,21.66566276550293,0.6770519614219666,0.32294803857803345,5.91920939571177e-08,0.14209090383845155,2.0794415416798357
lam1em4,正则族,42,0,32,32,256,0.3805336356163025,0.13816706836223602,0.316724568605423,0.04428192228078842,-1.6705245971679688,5.339112281799316,-13.815510749816895,1.4715511798858643,5,5,5,0.15625,0.15625,27,32,32,278.8269122228884,0.35611316561698914,21.676895141601562,0.6774029731750488,0.32259702682495117,5.9243673265222813e-08,0.14201848500591438,2.0794415416798357
lam1em2,正则族,42,0,32,32,256,0.3503018915653229,0.1167360469698906,0.3130132555961609,0.03932902216911316,-0.4647407531738281,3.5696089267730713,-13.815510749816895,1.3155293464660645,2,2,2,0.0625,0.0625,30,32,32,278.8269122228884,0.39153340458869934,23.263151168823242,0.7269734740257263,0.2730265259742737,1.017138529128296e-07,0.1355229906049201,2.0794415416798357
lam1em1,正则族,42,0,32,32,256,0.2983309328556061,0.0956728383898735,0.26556873321533203,0.04628113657236099,0.4227134585380554,0.3593231737613678,-0.9000627994537354,1.0301321744918823,0,0,0,0.0,0.0,32,32,32,278.8269122228884,0.5954627990722656,25.638015747070312,0.8011879920959473,0.19881200790405273,0.07118479820619383,0.09510562464803067,2.0794415416798357
scalar,对照,42,0,32,32,256,0.31411290168762207,0.09231562167406082,0.27499234676361084,0.08462859690189362,0.5182272791862488,0.0,0.5182272791862488,0.5182272791862488,0,0,0,0.0,0.0,32,32,32,278.8269122228884,0.023369399830698967,26.690290451049805,0.8340715765953064,0.1659284234046936,0.09814103936069599,0.08801380271288192,2.0794415416798357
nobeta,对照,42,0,32,32,256,0.3141127824783325,0.3648512363433838,0.33257752656936646,0.3874082863330841,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,27,32,32,278.8269122228884,0.3586267828941345,26.690290451049805,0.8340715765953064,0.1659284234046936,0.09814103936069599,0.08801375324646625,2.0794415416798357
unbound,基准,42,0,32,64,256,0.31321439146995544,0.08900541812181473,0.28085651993751526,0.017154419794678688,-0.9056391716003418,3.8677268028259277,-13.815510749816895,1.1640331745147705,6,5,5,0.09375,0.078125,59,32,32,77.79797007424038,0.06039993092417717,39.300331115722656,0.6140676736831665,0.3859323263168335,4.438617716928605e-08,0.07410985185005144,1.3862943611198906
box33,约束族,42,0,32,64,256,0.3111494481563568,0.09096545726060867,0.2802533805370331,0.018468044698238373,-0.046889275312423706,1.1379873752593994,-3.0,1.167745590209961,6,0,0,0.09375,0.0,58,32,32,77.79797007424038,0.06137273833155632,39.9910774230957,0.6248605847358704,0.37513941526412964,0.002228146398400368,0.07296848850814806,1.3862943611198906
box77,约束族,42,0,32,64,256,0.3131760060787201,0.08904515951871872,0.28084683418273926,0.017167208716273308,-0.3730188012123108,2.0955379009246826,-7.0,1.1640985012054443,6,5,0,0.09375,0.0,59,32,32,77.79797007424038,0.060417044907808304,39.318241119384766,0.614347517490387,0.38565248250961304,4.048126902891979e-05,0.07408827459953728,1.3862943611198906
box33_lam1em2,约束族,42,0,32,64,256,0.30097079277038574,0.07843216508626938,0.27337226271629333,0.018889186903834343,0.058288540691137314,0.9598859548568726,-3.0,1.0830060243606567,4,0,0,0.0625,0.0,60,32,32,77.79797007424038,0.07464225590229034,41.829856872558594,0.653591513633728,0.346408486366272,0.002347143757452265,0.06789059770071058,1.3862943611198906
noridge,正则族,42,0,32,64,256,0.31358954310417175,0.08888547122478485,0.28160855174064636,0.017071859911084175,-0.9474678039550781,3.8923821449279785,-13.815510749816895,1.1771996021270752,7,5,5,0.109375,0.078125,59,32,32,77.79797007424038,0.05903206393122673,38.97590255737305,0.6089984774589539,0.39100152254104614,4.404121878346529e-08,0.0749766963715666,1.3862943611198906
lam1em4,正则族,42,0,32,64,256,0.3135521113872528,0.0888989046216011,0.2815288007259369,0.017204081639647484,-0.9407307505607605,3.8873417377471924,-13.815510749816895,1.1758695840835571,7,5,5,0.109375,0.078125,59,32,32,77.79797007424038,0.05916852876543999,39.01079559326172,0.6095436811447144,0.39045631885528564,4.407637650964083e-08,0.07488700881331992,1.3862943611198906
lam1em2,正则族,42,0,32,64,256,0.3025114834308624,0.07881754636764526,0.27353066205978394,0.018338406458497047,-0.6207754611968994,3.4763009548187256,-13.815510749816895,1.0931942462921143,4,4,4,0.0625,0.0625,60,32,32,77.79797007424038,0.07337912917137146,41.296627044677734,0.6452597975730896,0.3547402024269104,4.6869923414300266e-08,0.06848016317584332,1.3862943611198906
lam1em1,正则族,42,0,32,64,256,0.2717154324054718,0.07303831726312637,0.25435709953308105,0.03140309453010559,0.2250608652830124,0.31720471382141113,-1.3120924234390259,0.673084020614624,0,0,0,0.0,0.0,64,32,32,77.79797007424038,0.19551950693130493,44.736663818359375,0.6990103721618652,0.30098962783813477,0.022182809227490885,0.05802459034881566,1.3862943611198906
scalar,对照,42,0,32,64,256,0.27002695202827454,0.05465443804860115,0.2491830587387085,0.054095834493637085,0.2812606990337372,0.0,0.2812606990337372,0.2812606990337372,0,0,0,0.0,0.0,64,32,32,77.79797007424038,0.008019983768463135,45.88947296142578,0.7170230150222778,0.28297698497772217,0.056318936180448836,0.05289341431842118,1.3862943611198906
nobeta,对照,42,0,32,64,256,0.27002668380737305,0.2279236614704132,0.2517470419406891,0.23884697258472443,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,59,32,32,77.79797007424038,0.06039993092417717,45.88945388793945,0.717022716999054,0.28297728300094604,0.056318919721643775,0.05289339453185491,1.3862943611198906
unbound,基准,42,1,8,8,256,0.6409444212913513,0.18573597073554993,0.4741336405277252,0.1960732787847519,-0.5737903714179993,5.4139180183410645,-13.815510749816895,2.4694933891296387,1,1,1,0.125,0.125,7,8,8,106.4377786317513,0.1510312855243683,6.095126628875732,0.7618908286094666,0.23810917139053345,8.513520633591608e-08,0.15358593707635007,3.4657359027997265
box33,约束族,42,1,8,8,256,0.6411324143409729,0.18637189269065857,0.4737575650215149,0.19682125747203827,0.778475821018219,1.7348589897155762,-3.0,2.468580484390259,1,0,0,0.125,0.0,7,8,8,106.4377786317513,0.15156316757202148,6.145515441894531,0.7681894302368164,0.2318105697631836,0.004228240744690835,0.15347588424369007,3.4657359027997265
box77,约束族,42,1,8,8,256,0.6409474015235901,0.18576210737228394,0.4741268754005432,0.19608525931835175,0.27815157175064087,3.0547335147857666,-7.0,2.469478130340576,1,1,0,0.125,0.0,7,8,8,106.4377786317513,0.15103958547115326,6.096590995788574,0.7620738744735718,0.23792612552642822,7.76293131087936e-05,0.15358633527746327,3.4657359027997265
box33_lam1em2,约束族,42,1,8,8,256,0.6795597672462463,0.1923045814037323,0.48545169830322266,0.20622241497039795,1.215786099433899,0.7107053995132446,0.32460832595825195,2.3709990978240967,0,0,0,0.0,0.0,8,8,8,106.4377786317513,0.20083603262901306,7.012580394744873,0.8765725493431091,0.12342745065689087,0.12759738970802803,0.11021150750775266,3.4657359027997265
noridge,正则族,42,1,8,8,256,0.639188289642334,0.17530883848667145,0.4722677171230316,0.18804900348186493,-0.5835278034210205,5.414816856384277,-13.815510749816895,2.476658582687378,1,1,1,0.125,0.125,7,8,8,106.4377786317513,0.148512601852417,6.030516147613525,0.7538145184516907,0.24618548154830933,8.330427217716461e-08,0.1540565776087236,3.4657359027997265
lam1em4,正则族,42,1,8,8,256,0.6393631100654602,0.17497430741786957,0.47243690490722656,0.18880517780780792,-0.5825831890106201,5.414740085601807,-13.815510749816895,2.4759483337402344,1,1,1,0.125,0.125,7,8,8,106.4377786317513,0.14866270124912262,6.036640644073486,0.7545800805091858,0.2454199194908142,8.346941275208405e-08,0.15400811321490482,3.4657359027997265
